Wall time,Step,Value
1543017822.364144,0,5461.693359375
1543017822.607405,11,1770.660400390625
1543017822.701373,22,1333.347900390625
1543017822.792645,33,967.00244140625
1543017822.881724,44,989.080810546875
1543017822.969583,55,929.0535888671875
1543017823.057045,66,727.5722045898438
1543017823.16147,77,733.2098999023438
1543017823.251422,88,709.7991943359375
1543017823.340813,99,659.5999145507812
1543017823.430083,110,762.625244140625
1543017823.523301,121,556.7489013671875
1543017823.612768,132,472.127197265625
1543017823.7022,143,512.669921875
1543017823.792196,154,516.5934448242188
1543017823.882,165,562.9349365234375
1543017823.970776,176,493.3381652832031
1543017824.060395,187,552.0661010742188
1543017824.149781,198,438.80474853515625
1543017824.239192,209,492.5264892578125
1543017824.328613,220,494.17669677734375
1543017824.422766,231,455.1454162597656
1543017824.512504,242,483.4463195800781
1543017824.602102,253,345.3506774902344
1543017824.691794,264,387.0866394042969
1543017824.781334,275,387.12481689453125
1543017824.874888,286,472.6651306152344
1543017824.970406,297,460.13629150390625
1543017825.064294,308,379.2647705078125
1543017825.158282,319,338.3222961425781
1543017825.253124,330,351.18255615234375
1543017825.350894,341,356.6235656738281
1543017825.445594,352,387.32000732421875
1543017825.540136,363,267.7550964355469
1543017825.634392,374,326.7313232421875
1543017825.729035,385,336.7181701660156
1543017825.824785,396,363.49139404296875
1543017825.91911,407,268.8257141113281
1543017826.012863,418,230.89730834960938
1543017826.106335,429,265.7112121582031
1543017826.197872,440,228.97830200195312
1543017826.292697,451,279.51300048828125
1543017826.384439,462,273.80511474609375
1543017826.477054,473,303.9045715332031
1543017826.568981,484,240.75555419921875
1543017826.660951,495,266.82110595703125
1543017826.751869,506,277.27392578125
1543017826.843302,517,257.80609130859375
1543017826.937169,528,232.15301513671875
1543017827.027894,539,197.47744750976562
1543017827.119575,550,208.01817321777344
1543017827.21349,561,285.22821044921875
1543017827.304643,572,262.0006103515625
1543017827.396819,583,197.02371215820312
1543017827.488384,594,216.5430908203125
1543017827.579246,605,223.90972900390625
1543017827.669087,616,229.87994384765625
1543017827.759836,627,214.0371856689453
1543017827.849217,638,205.13949584960938
1543017827.939738,649,227.3321533203125
1543017828.030237,660,227.6710205078125
1543017828.122212,671,195.66604614257812
1543017828.212416,682,219.9666290283203
1543017828.302055,693,188.20120239257812
1543017828.392729,704,235.23829650878906
1543017828.484332,715,195.0994873046875
1543017828.575063,726,194.93460083007812
1543017828.66446,737,238.73809814453125
1543017828.754187,748,225.82147216796875
1543017828.845736,759,194.72406005859375
1543017828.936747,770,235.70257568359375
1543017829.03133,781,204.9610137939453
1543017829.120034,792,182.65174865722656
1543017829.209539,803,183.9954833984375
1543017829.299784,814,196.13426208496094
1543017829.389863,825,200.69461059570312
1543017829.478961,836,208.15814208984375
1543017829.568545,847,196.96987915039062
1543017829.658499,858,179.66134643554688
1543017829.748436,869,174.34674072265625
1543017829.838468,880,158.1131134033203
1543017829.931589,891,190.86441040039062
1543017830.021007,902,126.84761047363281
1543017830.111194,913,160.3367919921875
1543017830.200663,924,153.22645568847656
1543017830.289819,935,192.54562377929688
1543017830.380048,946,163.18380737304688
1543017830.469609,957,147.83419799804688
1543017830.559724,968,175.50631713867188
1543017830.649698,979,133.81390380859375
1543017830.739958,990,122.12928771972656
1543017830.99143,1001,166.83349609375
1543017831.081301,1012,151.2408447265625
1543017831.171663,1023,166.38311767578125
1543017831.262307,1034,125.11775207519531
1543017831.353068,1045,145.50328063964844
1543017831.443452,1056,138.41375732421875
1543017831.532275,1067,172.66876220703125
1543017831.621205,1078,151.94332885742188
1543017831.710062,1089,139.5815887451172
1543017831.798805,1100,105.23766326904297
1543017831.892292,1111,136.35440063476562
1543017831.983555,1122,123.43621826171875
1543017832.073392,1133,118.38922119140625
1543017832.162635,1144,125.04359436035156
1543017832.251829,1155,154.79257202148438
1543017832.341114,1166,137.42062377929688
1543017832.431542,1177,140.5208282470703
1543017832.520644,1188,118.21420288085938
1543017832.610145,1199,132.46844482421875
1543017832.699279,1210,139.99539184570312
1543017832.791743,1221,137.0196533203125
1543017832.881506,1232,138.65562438964844
1543017832.971046,1243,109.10433959960938
1543017833.061011,1254,125.58860778808594
1543017833.150963,1265,85.53348541259766
1543017833.241113,1276,114.89221954345703
1543017833.330921,1287,113.8055191040039
1543017833.421055,1298,95.94681549072266
1543017833.511634,1309,113.61451721191406
1543017833.601497,1320,90.64488983154297
1543017833.694038,1331,73.89714050292969
1543017833.784057,1342,131.90866088867188
1543017833.873982,1353,103.52216339111328
1543017833.964428,1364,92.74737548828125
1543017834.054936,1375,107.37339782714844
1543017834.144556,1386,103.91716766357422
1543017834.234354,1397,83.66632080078125
1543017834.324368,1408,112.08786010742188
1543017834.414297,1419,85.96981811523438
1543017834.503964,1430,117.0412826538086
1543017834.596722,1441,101.66328430175781
1543017834.686488,1452,75.52743530273438
1543017834.775826,1463,92.95114135742188
1543017834.865254,1474,70.6669692993164
1543017834.954344,1485,108.4929428100586
1543017835.044164,1496,106.08080291748047
1543017835.133948,1507,100.60739135742188
1543017835.223783,1518,109.75592041015625
1543017835.313564,1529,103.89119720458984
1543017835.403595,1540,94.40888214111328
1543017835.497346,1551,98.49932098388672
1543017835.588921,1562,94.06867980957031
1543017835.679621,1573,92.26112365722656
1543017835.770493,1584,92.67594146728516
1543017835.860443,1595,91.10562133789062
1543017835.948709,1606,85.20289611816406
1543017836.038296,1617,121.90579986572266
1543017836.127712,1628,84.84124755859375
1543017836.216327,1639,70.86998748779297
1543017836.303333,1650,84.91307067871094
1543017836.393861,1661,85.15320587158203
1543017836.481176,1672,92.39217376708984
1543017836.569237,1683,64.8815689086914
1543017836.656609,1694,71.77438354492188
1543017836.743637,1705,81.04310607910156
1543017836.830834,1716,92.89151000976562
1543017836.918529,1727,75.74048614501953
1543017837.006104,1738,76.01362609863281
1543017837.094838,1749,85.73333740234375
1543017837.182935,1760,70.66614532470703
1543017837.274669,1771,66.82099151611328
1543017837.363288,1782,71.51470184326172
1543017837.452103,1793,85.57647705078125
1543017837.541968,1804,83.08927917480469
1543017837.630852,1815,56.05048370361328
1543017837.721219,1826,68.47937774658203
1543017837.810663,1837,62.665245056152344
1543017837.899843,1848,86.44662475585938
1543017837.988823,1859,78.11273193359375
1543017838.079315,1870,70.245849609375
1543017838.172324,1881,45.15724182128906
1543017838.262934,1892,66.71754455566406
1543017838.352542,1903,63.048858642578125
1543017838.443119,1914,59.955780029296875
1543017838.533176,1925,70.90363311767578
1543017838.622619,1936,77.597412109375
1543017838.713261,1947,52.22721862792969
1543017838.803261,1958,63.586402893066406
1543017838.89357,1969,64.09420776367188
1543017838.984637,1980,71.78634643554688
1543017839.078585,1991,61.860069274902344
1543017839.274336,2002,68.91156005859375
1543017839.364812,2013,71.87644958496094
1543017839.455315,2024,51.38163375854492
1543017839.545086,2035,64.4345932006836
1543017839.634744,2046,56.32579803466797
1543017839.725869,2057,64.31050109863281
1543017839.817258,2068,60.6671142578125
1543017839.908186,2079,45.35804748535156
1543017839.998734,2090,58.10298156738281
1543017840.092252,2101,48.940521240234375
1543017840.18312,2112,50.31218719482422
1543017840.273079,2123,69.97029113769531
1543017840.363994,2134,45.22568130493164
1543017840.454971,2145,59.44109344482422
1543017840.546535,2156,62.64299774169922
1543017840.636695,2167,49.472503662109375
1543017840.72783,2178,48.218666076660156
1543017840.819205,2189,59.11056900024414
1543017840.910894,2200,33.857521057128906
1543017841.004378,2211,59.643402099609375
1543017841.095112,2222,58.1078987121582
1543017841.184971,2233,56.376041412353516
1543017841.275282,2244,61.448753356933594
1543017841.380236,2255,45.634639739990234
1543017841.474621,2266,51.35277557373047
1543017841.566468,2277,48.73915100097656
1543017841.658574,2288,49.53171157836914
1543017841.749707,2299,49.743648529052734
1543017841.84275,2310,45.888755798339844
1543017841.937115,2321,42.7147102355957
1543017842.028562,2332,57.12360382080078
1543017842.120072,2343,56.94527816772461
1543017842.211893,2354,46.59326934814453
1543017842.303537,2365,61.720314025878906
1543017842.395003,2376,47.92758560180664
1543017842.487566,2387,58.70752716064453
1543017842.578888,2398,59.07758331298828
1543017842.668499,2409,43.88888931274414
1543017842.757288,2420,42.66970443725586
1543017842.850858,2431,41.288963317871094
1543017842.940953,2442,46.43273162841797
1543017843.031454,2453,47.739009857177734
1543017843.12325,2464,37.13643264770508
1543017843.214483,2475,41.33116912841797
1543017843.30446,2486,42.45170974731445
1543017843.39492,2497,43.57655334472656
1543017843.484832,2508,49.82300567626953
1543017843.574387,2519,49.165771484375
1543017843.665243,2530,45.063114166259766
1543017843.758734,2541,43.709190368652344
1543017843.848681,2552,39.07746124267578
1543017843.937915,2563,44.378623962402344
1543017844.028131,2574,43.343040466308594
1543017844.116645,2585,49.05348205566406
1543017844.205036,2596,27.02683448791504
1543017844.293559,2607,36.6536865234375
1543017844.411295,2618,36.37715530395508
1543017844.500618,2629,37.13597869873047
1543017844.590008,2640,48.591331481933594
1543017844.681379,2651,30.60570526123047
1543017844.769841,2662,35.281005859375
1543017844.85848,2673,29.23920440673828
1543017844.947918,2684,33.35078430175781
1543017845.036858,2695,36.396385192871094
1543017845.125599,2706,36.346336364746094
1543017845.214965,2717,44.46119689941406
1543017845.303671,2728,24.528823852539062
1543017845.392427,2739,33.46510314941406
1543017845.48139,2750,35.40215301513672
1543017845.573441,2761,34.895137786865234
1543017845.663062,2772,44.32652282714844
1543017845.752845,2783,33.48655700683594
1543017845.843766,2794,35.64249801635742
1543017845.933793,2805,29.085662841796875
1543017846.023697,2816,41.32569122314453
1543017846.11343,2827,33.02992248535156
1543017846.202612,2838,34.102848052978516
1543017846.29208,2849,36.05337142944336
1543017846.382708,2860,33.1130485534668
1543017846.476093,2871,32.632568359375
1543017846.566109,2882,29.841571807861328
1543017846.6561,2893,28.51491928100586
1543017846.746916,2904,38.64824676513672
1543017846.838671,2915,24.395553588867188
1543017846.928951,2926,27.74441146850586
1543017847.020718,2937,30.611949920654297
1543017847.11086,2948,31.612510681152344
1543017847.201432,2959,23.946727752685547
1543017847.292635,2970,37.076454162597656
1543017847.386582,2981,27.826099395751953
1543017847.477212,2992,31.759044647216797
1543017847.688982,3003,32.885231018066406
1543017847.779758,3014,29.93330955505371
1543017847.870325,3025,31.337013244628906
1543017847.960613,3036,30.08661651611328
1543017848.05118,3047,29.121145248413086
1543017848.141314,3058,31.894676208496094
1543017848.234304,3069,32.5324821472168
1543017848.324809,3080,26.32967758178711
1543017848.418822,3091,26.472074508666992
1543017848.509818,3102,23.601959228515625
1543017848.600052,3113,32.317073822021484
1543017848.690312,3124,29.294857025146484
1543017848.780895,3135,29.328712463378906
1543017848.870714,3146,32.28955841064453
1543017848.961281,3157,27.230087280273438
1543017849.052421,3168,32.37034606933594
1543017849.143142,3179,35.22308349609375
1543017849.232918,3190,25.925403594970703
1543017849.324564,3201,26.095176696777344
1543017849.417072,3212,23.394023895263672
1543017849.508792,3223,26.850269317626953
1543017849.598185,3234,26.311920166015625
1543017849.68854,3245,20.49038314819336
1543017849.779525,3256,22.775423049926758
1543017849.870987,3267,24.383089065551758
1543017849.962284,3278,25.71039581298828
1543017850.051783,3289,33.60313034057617
1543017850.140908,3300,22.094213485717773
1543017850.233094,3311,25.195934295654297
1543017850.32352,3322,30.265905380249023
1543017850.412538,3333,24.78973388671875
1543017850.501247,3344,28.101646423339844
1543017850.590177,3355,27.68532943725586
1543017850.67916,3366,25.96538734436035
1543017850.767482,3377,19.15028190612793
1543017850.855947,3388,22.53903579711914
1543017850.94349,3399,23.33399200439453
1543017851.032628,3410,16.496013641357422
1543017851.124441,3421,33.05020523071289
1543017851.214561,3432,14.749096870422363
1543017851.302986,3443,23.350866317749023
1543017851.391234,3454,19.963937759399414
1543017851.48151,3465,21.760547637939453
1543017851.570113,3476,21.521024703979492
1543017851.658918,3487,22.63890838623047
1543017851.747936,3498,26.028167724609375
1543017851.837301,3509,16.077552795410156
1543017851.925578,3520,21.61742401123047
1543017852.019555,3531,21.71025848388672
1543017852.107855,3542,21.529136657714844
1543017852.197728,3553,24.754867553710938
1543017852.287994,3564,18.702468872070312
1543017852.379162,3575,18.893033981323242
1543017852.468667,3586,18.984294891357422
1543017852.556493,3597,22.48419189453125
1543017852.645435,3608,20.27158546447754
1543017852.736184,3619,18.46316909790039
1543017852.826449,3630,21.784395217895508
1543017852.919276,3641,20.498332977294922
1543017853.008832,3652,21.011211395263672
1543017853.097955,3663,23.700225830078125
1543017853.187038,3674,18.516246795654297
1543017853.27638,3685,24.23952865600586
1543017853.366056,3696,19.937244415283203
1543017853.455429,3707,19.12921905517578
1543017853.544515,3718,17.69084358215332
1543017853.634151,3729,17.941974639892578
1543017853.723724,3740,14.174784660339355
1543017853.815566,3751,25.382587432861328
1543017853.905516,3762,18.251052856445312
1543017853.994823,3773,17.74576759338379
1543017854.083937,3784,18.96446990966797
1543017854.173202,3795,15.484397888183594
1543017854.262009,3806,18.43194580078125
1543017854.351692,3817,15.583877563476562
1543017854.442209,3828,21.411468505859375
1543017854.532623,3839,19.255964279174805
1543017854.622645,3850,15.703071594238281
1543017854.716528,3861,15.653797149658203
1543017854.805901,3872,15.207155227661133
1543017854.895758,3883,14.477254867553711
1543017854.986332,3894,17.870634078979492
1543017855.076793,3905,16.798049926757812
1543017855.167869,3916,14.6090087890625
1543017855.258104,3927,14.938918113708496
1543017855.348506,3938,18.027360916137695
1543017855.438817,3949,18.506553649902344
1543017855.528206,3960,18.002958297729492
1543017855.621278,3971,15.709022521972656
1543017855.711927,3982,16.82389259338379
1543017855.801934,3993,14.308761596679688
1543017855.999138,4004,14.53238582611084
1543017856.089315,4015,14.101503372192383
1543017856.179089,4026,12.317241668701172
1543017856.269108,4037,12.706623077392578
1543017856.358813,4048,12.43309497833252
1543017856.448292,4059,14.832462310791016
1543017856.538261,4070,18.301956176757812
1543017856.631281,4081,18.740903854370117
1543017856.720975,4092,13.195070266723633
1543017856.811207,4103,18.21702766418457
1543017856.901576,4114,15.903287887573242
1543017856.991367,4125,16.677907943725586
1543017857.080915,4136,18.01235008239746
1543017857.169516,4147,14.441740036010742
1543017857.25968,4158,12.216217994689941
1543017857.349831,4169,14.13717269897461
1543017857.440321,4180,14.707265853881836
1543017857.532842,4191,13.785572052001953
1543017857.623326,4202,15.709173202514648
1543017857.713508,4213,9.223018646240234
1543017857.80396,4224,16.044925689697266
1543017857.894802,4235,13.421549797058105
1543017857.985006,4246,12.901742935180664
1543017858.075399,4257,11.572927474975586
1543017858.166845,4268,17.089523315429688
1543017858.257395,4279,15.675651550292969
1543017858.347806,4290,8.160256385803223
1543017858.441138,4301,11.510120391845703
1543017858.532003,4312,10.876886367797852
1543017858.622621,4323,12.58802318572998
1543017858.713374,4334,15.741618156433105
1543017858.805067,4345,12.02582836151123
1543017858.894526,4356,11.49349308013916
1543017858.984613,4367,12.72683048248291
1543017859.07552,4378,13.349469184875488
1543017859.166207,4389,13.533573150634766
1543017859.256601,4400,12.164474487304688
1543017859.349047,4411,11.134135246276855
1543017859.439204,4422,10.517648696899414
1543017859.528554,4433,11.863417625427246
1543017859.618901,4444,14.731822967529297
1543017859.708734,4455,11.809700012207031
1543017859.799931,4466,14.382176399230957
1543017859.890861,4477,14.59119987487793
1543017859.980593,4488,10.946678161621094
1543017860.071576,4499,8.917041778564453
1543017860.161804,4510,11.874228477478027
1543017860.256337,4521,8.811439514160156
1543017860.346692,4532,17.41040802001953
1543017860.437885,4543,11.5543851852417
1543017860.529116,4554,7.6139984130859375
1543017860.620962,4565,9.832924842834473
1543017860.712585,4576,11.172069549560547
1543017860.803323,4587,13.074237823486328
1543017860.89363,4598,11.1720609664917
1543017860.983816,4609,15.45326042175293
1543017861.07663,4620,10.080284118652344
1543017861.171496,4631,10.602487564086914
1543017861.262367,4642,12.221415519714355
1543017861.353115,4653,8.034750938415527
1543017861.444776,4664,10.03100299835205
1543017861.535919,4675,14.190019607543945
1543017861.625473,4686,9.501230239868164
1543017861.715287,4697,9.58328914642334
1543017861.805593,4708,7.813002109527588
1543017861.895407,4719,10.153379440307617
1543017861.986606,4730,11.839658737182617
1543017862.080512,4741,9.29461669921875
1543017862.171069,4752,10.402758598327637
1543017862.26201,4763,8.80086612701416
1543017862.352651,4774,8.315512657165527
1543017862.443336,4785,8.973237991333008
1543017862.533899,4796,7.713653564453125
1543017862.624171,4807,6.748326301574707
1543017862.715602,4818,8.87948989868164
1543017862.80625,4829,6.529954433441162
1543017862.896252,4840,9.608570098876953
1543017862.989806,4851,10.735618591308594
1543017863.081298,4862,13.413553237915039
1543017863.171429,4873,8.721713066101074
1543017863.262096,4884,7.5097856521606445
1543017863.350919,4895,8.193504333496094
1543017863.440358,4906,9.864847183227539
1543017863.530033,4917,11.82573127746582
1543017863.620831,4928,8.650181770324707
1543017863.710915,4939,9.339616775512695
1543017863.800801,4950,7.835097789764404
1543017863.894208,4961,10.122390747070312
1543017863.985677,4972,6.386402130126953
1543017864.076466,4983,9.263059616088867
1543017864.167033,4994,5.735393524169922
1543017864.378102,5005,8.30482292175293
1543017864.468817,5016,9.40866470336914
